mechanism,strategy,random_state,target_feature,missing_rate,condition_feature,acc
MAR,nonlinear,791,KitchenAbvGr,0.7000000000000001,1stFlrSF,0.5364806866952789
MCAR,none,791,KitchenAbvGr,0.7000000000000001,,0.4110169491525424
MAR,basic,791,KitchenAbvGr,0.8,1stFlrSF,0.9494584837545126
MAR,double_threshold,791,KitchenAbvGr,0.8,"['1stFlrSF', 'MSSubClass']",0.9559471365638766
MAR,range_condition,791,KitchenAbvGr,0.8,1stFlrSF,0.9427480916030534
MAR,nonlinear,791,KitchenAbvGr,0.8,1stFlrSF,0.5210727969348659
MCAR,none,791,KitchenAbvGr,0.8,,0.46794871794871795
MAR,basic,791,KitchenAbvGr,0.9,1stFlrSF,0.9644012944983819
MAR,double_threshold,791,KitchenAbvGr,0.9,"['1stFlrSF', 'MSSubClass']",0.9686274509803922
MAR,range_condition,791,KitchenAbvGr,0.9,1stFlrSF,0.9658703071672355
MAR,nonlinear,791,KitchenAbvGr,0.9,1stFlrSF,0.5308219178082192
MCAR,none,791,KitchenAbvGr,0.9,,0.5119047619047619
MAR,basic,405,OverallCond,0.1,BsmtFinSF1,0.5535714285714286
MAR,double_threshold,405,OverallCond,0.1,"['BsmtFinSF1', 'WoodDeckSF']",0.6774193548387096
MAR,range_condition,405,OverallCond,0.1,BsmtFinSF1,0.59375
MAR,nonlinear,405,OverallCond,0.1,BsmtFinSF1,0.37333333333333335
MCAR,none,405,OverallCond,0.1,,0.5802469135802469
MAR,basic,405,OverallCond,0.2,BsmtFinSF1,0.6507936507936508
MAR,double_threshold,405,OverallCond,0.2,"['BsmtFinSF1', 'WoodDeckSF']",0.5693430656934306
MAR,range_condition,405,OverallCond,0.2,BsmtFinSF1,0.5694444444444444
MAR,nonlinear,405,OverallCond,0.2,BsmtFinSF1,0.4634146341463415
MCAR,none,405,OverallCond,0.2,,0.48554913294797686
MAR,basic,405,OverallCond,0.30000000000000004,BsmtFinSF1,0.664804469273743
MAR,double_threshold,405,OverallCond,0.30000000000000004,"['BsmtFinSF1', 'WoodDeckSF']",0.6102564102564103
