mechanism,strategy,random_state,target_feature,missing_rate,condition_feature,acc
MAR,double_threshold,709,residual_sugar,0.9,"['chlorides', 'fixed_acidity']",0.98719646799117
MAR,range_condition,709,residual_sugar,0.9,chlorides,0.9723910840932117
MAR,nonlinear,709,residual_sugar,0.9,chlorides,0.9869337979094077
MCAR,none,709,residual_sugar,0.9,,0.5139220365950676
MAR,basic,218,citric_acid,0.1,volatile_acidity,0.7042801556420234
MAR,double_threshold,218,citric_acid,0.1,"['volatile_acidity', 'free_sulfur_dioxide']",0.9322033898305084
MAR,range_condition,218,citric_acid,0.1,volatile_acidity,0.811623246492986
MAR,nonlinear,218,citric_acid,0.1,volatile_acidity,0.597621407333994
MCAR,none,218,citric_acid,0.1,,0.4976635514018692
MAR,basic,218,citric_acid,0.2,volatile_acidity,0.6906148867313916
MAR,double_threshold,218,citric_acid,0.2,"['volatile_acidity', 'free_sulfur_dioxide']",0.9544072948328267
MAR,range_condition,218,citric_acid,0.2,volatile_acidity,0.837948717948718
MAR,nonlinear,218,citric_acid,0.2,volatile_acidity,0.6160358565737052
MCAR,none,218,citric_acid,0.2,,0.495323460639127
MAR,basic,218,citric_acid,0.30000000000000004,volatile_acidity,0.7258485639686684
MAR,double_threshold,218,citric_acid,0.30000000000000004,"['volatile_acidity', 'free_sulfur_dioxide']",0.96
MAR,range_condition,218,citric_acid,0.30000000000000004,volatile_acidity,0.8231197771587744
MAR,nonlinear,218,citric_acid,0.30000000000000004,volatile_acidity,0.5950468540829986
MCAR,none,218,citric_acid,0.30000000000000004,,0.5030351016099235
MAR,basic,218,citric_acid,0.4,volatile_acidity,0.7460058689272905
MAR,double_threshold,218,citric_acid,0.4,"['volatile_acidity', 'free_sulfur_dioxide']",0.957613814756672
MAR,range_condition,218,citric_acid,0.4,volatile_acidity,0.8449895615866388
MAR,nonlinear,218,citric_acid,0.4,volatile_acidity,0.6261283851554664
MCAR,none,218,citric_acid,0.4,,0.5143195733754691
MAR,basic,218,citric_acid,0.5,volatile_acidity,0.7590551181102362
MAR,double_threshold,218,citric_acid,0.5,"['volatile_acidity', 'free_sulfur_dioxide']",0.9664082687338501
MAR,range_condition,218,citric_acid,0.5,volatile_acidity,0.8627700127064803
MAR,nonlinear,218,citric_acid,0.5,volatile_acidity,0.6375703942075623
MCAR,none,218,citric_acid,0.5,,0.5107535446869523
MAR,basic,218,citric_acid,0.6000000000000001,volatile_acidity,0.7802611197167515
MAR,double_threshold,218,citric_acid,0.6000000000000001,"['volatile_acidity', 'free_sulfur_dioxide']",0.9752421959095802
MAR,range_condition,218,citric_acid,0.6000000000000001,volatile_acidity,0.8853161843515541
MAR,nonlinear,218,citric_acid,0.6000000000000001,volatile_acidity,0.6599560142107934
MCAR,none,218,citric_acid,0.6000000000000001,,0.5076071922544951
MAR,basic,218,citric_acid,0.7000000000000001,volatile_acidity,0.8195445920303606
MAR,double_threshold,218,citric_acid,0.7000000000000001,"['volatile_acidity', 'free_sulfur_dioxide']",0.9823911028730306
MAR,range_condition,218,citric_acid,0.7000000000000001,volatile_acidity,0.9098436062557498
MAR,nonlinear,218,citric_acid,0.7000000000000001,volatile_acidity,0.7125109361329833
MCAR,none,218,citric_acid,0.7000000000000001,,0.5149449396958574
MAR,basic,218,citric_acid,0.8,volatile_acidity,0.8619830592924763
MAR,double_threshold,218,citric_acid,0.8,"['volatile_acidity', 'free_sulfur_dioxide']",0.9871175523349437
MAR,range_condition,218,citric_acid,0.8,volatile_acidity,0.9338156484458735
MAR,nonlinear,218,citric_acid,0.8,volatile_acidity,0.7601100995130213
MCAR,none,218,citric_acid,0.8,,0.506090373280943
MAR,basic,218,citric_acid,0.9,volatile_acidity,0.9257799108673295
MAR,double_threshold,218,citric_acid,0.9,"['volatile_acidity', 'free_sulfur_dioxide']",0.9900213827512473
MAR,range_condition,218,citric_acid,0.9,volatile_acidity,0.9706863679694948
MAR,nonlinear,218,citric_acid,0.9,volatile_acidity,0.8476114224713104
MCAR,none,218,citric_acid,0.9,,0.507416081186573
MAR,basic,237,density,0.1,alcohol,0.7757009345794392
MAR,double_threshold,237,density,0.1,"['alcohol', 'total_sulfur_dioxide']",0.882183908045977
MAR,range_condition,237,density,0.1,alcohol,0.740484429065744
MAR,nonlinear,237,density,0.1,alcohol,0.9221556886227545
MCAR,none,237,density,0.1,,0.5129032258064516
MAR,basic,237,density,0.2,alcohol,0.8100664767331434
MAR,double_threshold,237,density,0.2,"['alcohol', 'total_sulfur_dioxide']",0.8696296296296296
MAR,range_condition,237,density,0.2,alcohol,0.7530647985989493
MAR,nonlinear,237,density,0.2,alcohol,0.9382716049382716
MCAR,none,237,density,0.2,,0.49878048780487805
MAR,basic,237,density,0.30000000000000004,alcohol,0.7895716945996276
MAR,double_threshold,237,density,0.30000000000000004,"['alcohol', 'total_sulfur_dioxide']",0.8813229571984436
MAR,range_condition,237,density,0.30000000000000004,alcohol,0.7978110599078341
MAR,nonlinear,237,density,0.30000000000000004,alcohol,0.9589322381930184
MCAR,none,237,density,0.30000000000000004,,0.49533706368238745
MAR,basic,237,density,0.4,alcohol,0.8250348999534667
MAR,double_threshold,237,density,0.4,"['alcohol', 'total_sulfur_dioxide']",0.8913669064748202
MAR,range_condition,237,density,0.4,alcohol,0.7887020267356619
MAR,nonlinear,237,density,0.4,alcohol,0.946236559139785
MCAR,none,237,density,0.4,,0.5070562512422978
MAR,basic,237,density,0.5,alcohol,0.8339456282145481
MAR,double_threshold,237,density,0.5,"['alcohol', 'total_sulfur_dioxide']",0.9063392347230155
MAR,range_condition,237,density,0.5,alcohol,0.8216234652114598
MAR,nonlinear,237,density,0.5,alcohol,0.941320293398533
MCAR,none,237,density,0.5,,0.49936265137029956
MAR,basic,237,density,0.6000000000000001,alcohol,0.8567054500918555
MAR,double_threshold,237,density,0.6000000000000001,"['alcohol', 'total_sulfur_dioxide']",0.9202483285577842
MAR,range_condition,237,density,0.6000000000000001,alcohol,0.8504540295119183
MAR,nonlinear,237,density,0.6000000000000001,alcohol,0.9639546858908342
MCAR,none,237,density,0.6000000000000001,,0.5043824701195219
MAR,basic,237,density,0.7000000000000001,alcohol,0.8944050433412135
MAR,double_threshold,237,density,0.7000000000000001,"['alcohol', 'total_sulfur_dioxide']",0.9400826446280992
MAR,range_condition,237,density,0.7000000000000001,alcohol,0.867704280155642
MAR,nonlinear,237,density,0.7000000000000001,alcohol,0.9829596412556054
MCAR,none,237,density,0.7000000000000001,,0.4936440677966102
MAR,basic,237,density,0.8,alcohol,0.920602327173169
MAR,double_threshold,237,density,0.8,"['alcohol', 'total_sulfur_dioxide']",0.966344432509846
MAR,range_condition,237,density,0.8,alcohol,0.9118952038875977
MAR,nonlinear,237,density,0.8,alcohol,0.9844840961986036
MCAR,none,237,density,0.8,,0.5032102728731942
MAR,basic,237,density,0.9,alcohol,0.9632412672623883
MAR,double_threshold,237,density,0.9,"['alcohol', 'total_sulfur_dioxide']",0.9811139564660691
MAR,range_condition,237,density,0.9,alcohol,0.9558187629253619
MAR,nonlinear,237,density,0.9,alcohol,0.9937586685159501
MCAR,none,237,density,0.9,,0.5141065830721003
